id,amount,merchant,description,category,region,date
EXP000675,4.93,Dominos NY,APP PURCHASE AUTO-PAY,food,IL,2025-05-31
EXP000823,52.19,KFC #2130,INSTORE,food,WA,2025-01-16
EXP001996,348.22,AMAZON.COM*2602,WEB PURCHASE,shopping,MA,2025-01-10
EXP003537,17.56,DEBIT YouTube Pvemium W,MONTHLY SUBSCRIPTION,entertainment,CA,2024-12-29
EXP006538,30.87,Verizon #2494,BILL PAYMENT,utilities,MA,2024-12-31
EXP000689,47.87,Starbucks,MEAL,food,CA,2025-01-20
EXP001545,300.92,ONLINE Target #873,ONLINE ORDER,shopping,WA,2024-12-18
EXP004599,985.21,Samsung,DEVICE,technology,IL,2025-09-08
EXP001329,32.53,Target8#1946,Target8#1946 PURCHASE,shopping,TX,2025-07-05
EXP005719,202.67,ONLINE Safeway #4990,GROCERY,groceries,MA,2025-04-28
EXP002131,6.91,Taxi Co #398,GASOLINE,transport,FL,2025-05-21
EXP006419,330.98,PG&E #4044,SERVICE CHARGE,utilities,TX,2025-10-13
EXP002122,39.15,Shell #3593,TOLL,transport,CA,2025-05-25
EXP002641,86.27,Exxon,TOLL POS,transport,WA,2025-10-19
EXP004582,1643.3,POS Samsung GCHQVI,DEVICE ONLINE,technology,MA,2025-01-27
EXP006350,204.07,rOS PG&E #296,UTILITY BILL,utilities,IL,2025-08-31
EXP000995,26.62,Dominos #3558,INSTORE,food,CA,2025-07-03
EXP002822,68.8,Shell,Shell CHARGE,transport,TX,2025-05-23
EXP005159,182.14,Safeway #4023,Safeway PURCHASE,groceries,MA,2025-10-12
EXP004971,1781.65,Google Play ZDKN5Z,SOFTWARE,technology,MA,2025-03-08
EXP003281,19.02,ONLnNE Spotify,STREAMING,entertainment,CA,2025-02-13
EXP001856,292.23,Walmart,Walmart PURCHASE,shopping,NY,2024-12-28
EXP005745,74.15,Aldi 527DM2,DELI,groceries,WA,2025-02-09
EXP001045,308.97,Walmart FL,ORDER,shopping,MA,2025-08-23
EXP000381,7.59,McDonald's #4978,McDonald's CHARGE,food,MA,2024-12-09
EXP004082,1693.5,DEBIT Sa3sung #9003,APP PURCHASE AUTO-PAY,technology,CA,2025-06-01
EXP000076,7.78,McDonald's #2982,McDonald's PURCHASE,food,FL,2025-04-23
EXP001096,10.23,Amazon WA,RETAIL,shopping,MA,2024-11-08
EXP005151,162.13,Aldi 6Q0UUK,INSTORE,groceries,TX,2025-10-24
EXP004770,1195.28,Microsoft Store #4478,APP PURCHASE POS,technology,NJ,2024-11-09
EXP004550,122.73,POS Dell #1297,POS PURCHASE,technology,IL,2025-04-09
EXP004009,1653.96,Google Play #4800,APP PURCHASE,technology,TX,2025-05-14
EXP006603,62.37,Verizon MA,UTILITY BILL,utilities,FL,2025-05-25
EXP000710,49.97,ONLINE MCD'S #4510,MEAL,food,NJ,2025-10-12
EXP002634,30.05,Exxon #4684,FUEL CHARGE,transport,NJ,2025-10-05
EXP000986,51.15,McDonalds,MOBILE ORDER,food,CA,2024-12-05
EXP005836,206.25,WHOLE FD LGUZHZ,GROCERY,groceries,TX,2025-01-06
EXP002254,25.47,BP #9450,GASOLINE,transport,FL,2025-05-28
EXP002442,49.59,Shellc9#945,TOLL DEBIT,transport,FL,2025-08-02
EXP006614,332.56,DTE Energy #2761,SERVICE CHARGE AUTO-PAY,utilities,MA,2025-10-18
EXP000650,46.86,McDonald's IL,COFFEE,food,NY,2025-08-30
EXP001429,112.17,ACH Best Buy #9596,ONLINE ORDER,shopping,CA,2025-06-26
EXP002764,56.19,Uber #444,Uber PURCHASE,transport,NY,2025-04-02
EXP002755,25.77,Uber,FUEL CHARGE,transport,NY,2025-09-12
EXP007468,493.6,Health lCinic #4710,PHARMACY,healthcare,CA,2025-04-28
EXP005265,73.43,Trader Joe's,DELI,groceries,IL,2025-07-12
EXP004705,1526.05,CREDIT Microsoft Store,ELECTRONICS,technology,CA,2025-07-08
EXP003466,8.46,YouTube Prmuim,SUBSCRIPTION DEBIT,entertainment,NY,2025-09-12
EXP007769,345.43,DEBIT Walgreens #2676,CLINIC,healthcare,CA,2025-01-31
EXP006117,327.53,DTE Energy #3176,DTE CHARGE,utilities,CA,2025-05-16
EXP006918,351.3,DTE Energy,AUTOPAY,utilities,WA,2025-01-29
EXP004369,1983.06,Samsung #7729,ELECTRONICS,technology,FL,2025-10-28
EXP001505,428.79,eBay,RETAIL ONLINE,shopping,WA,2024-12-01
EXP004906,1183.82,Apple Store #9168,DEVICE,technology,MA,2025-07-11
EXP007036,354.76,Rite Aid YYO83E,Rite PURCHASE,healthcare,TX,2025-06-25
EXP003162,13.46,YouTube Premium CA,STREAMING,entertainment,NY,2025-05-21
EXP002296,8.43,Shell,TOLL,transport,MA,2025-01-10
EXP003220,6.77,POS Netflix #6533,MONTHLY SUBSCRIPTION POS,entertainment,CA,2025-10-29
EXP004989,156.94,POS Samsung #6720,SOFTWARE,technology,FL,2025-05-30
EXP007056,17.98,POS Health Clinic #2713,PHARMACY POS,healthcare,NJ,2025-06-09
EXP003630,15.58,Disney+,SUBSCRIPTION,entertainment,WA,2025-08-10
EXP003515,15.14,Netflix,MONTHLY SUBSCRIPTION,entertainment,MA,2025-09-13
EXP003136,13.06,Disney+ #2680,MONTHLY SUBSCRIPTION ONLINE,entertainment,TX,2024-11-12
EXP005448,151.49,Kroger #6178,DELI ONLINE,groceries,MA,2025-04-06
EXP001554,338.31,Amazon #4604,WEB PURCHASE,shopping,FL,2025-06-16
EXP005696,8.14,Trader Joe's MA,GROCERY,groceries,WA,2025-10-07
EXP000406,54.58,Burger King #240,APP PURCHASE,food,FL,2025-08-12
EXP005925,169.76,Trager Joe's,GROCERY,groceries,MA,2025-09-15
EXP000813,40.73,Burger King,MEAL,food,CA,2025-10-04
EXP006010,275.18,ONLINE Verizon #2693,BILL PAYMENT,utilities,NJ,2025-06-02
EXP000552,27.0,POS Starbucks #8611,COFFEE,food,NY,2025-02-13
EXP002722,6.47,Uber,TRIP POS,transport,WA,2025-04-01
EXP006823,370.22,DEBIT PG&E #7446,BILL PAYMENT,utilities,NY,2025-01-31
EXP003403,15.32,Spotify,STREAMING POS,entertainment,MA,2025-03-17
EXP001324,97.07,eBay #7949,WEB PURCHASE POS,shopping,MA,2025-07-30
EXP006489,185.88,Verizon #o883,SERVICE CHARGE,utilities,MA,2025-10-08
EXP005391,111.52,Aldi #3978,DELI ONLINE,groceries,NJ,2025-03-31
EXP000984,24.13,Dominos MA,Dominos PURCHASE,food,TX,2025-09-19
EXP004533,397.29,Microsoft Store IHS87A,DEVICE,technology,TX,2025-02-15
EXP001028,147.42,AMZN MKTP US*9329 #7578,MKTPLACE POS,shopping,IL,2025-02-23
EXP001464,433.9,Best Buy,WEB PURCHASE,shopping,CA,2025-08-26
EXP002982,72.45,Shell #2399,FUEL CHARGE,transport,TX,2025-05-19
EXP003603,8.75,Netflix,Netflix CHARGE,entertainment,CA,2025-07-14
EXP001220,120.85,AMZN MKTP US*9255 NJ,MKTPLACE,shopping,MA,2025-06-09
EXP005931,183.27,Trader Joe's CA,FRESH AUTO-PAY,groceries,WA,2025-07-29
EXP002931,64.1,BP,BP PURCHASE,transport,CA,2025-09-01
EXP005499,6.66,Safeway NY,SUPERMARKET,groceries,FL,2025-06-13
EXP002912,20.01,Shell,TOLL,transport,MA,2025-06-05
EXP006411,235.64,Verizon #8754,SERVICE CHARGE,utilities,NJ,2025-01-22
EXP006209,78.13,POS AT&T,UTILITY BILL,utilities,NJ,2025-01-08
EXP005356,142.89,AMZN MKTP US Trader Joe's,DELI,groceries,CA,2025-01-28
EXP004428,368.09,DEBIT Apple Storec#866,SOFTWARE,technology,CA,2025-06-03
EXP002981,27.96,ONLINE Shell #2950,TRIP,transport,TX,2025-01-03
EXP005230,63.05,lAdi #9820,DELI,groceries,NJ,2025-10-16
EXP005577,66.73,Whole Foods NY,GROCERY,groceries,WA,2025-01-25
EXP001055,12.11,Best Buy,ORDER AUTO-PAY,shopping,IL,2025-05-24
EXP002295,79.03,Uber ZGI3ZT,TOLL,transport,IL,2025-03-10
EXP006360,308.96,DTE Energy #7035,SERVICE CHARGE DEBIT,utilities,WA,2025-08-25
EXP000285,27.46,Subway #5915,COFFEE POS,food,NY,2025-08-08
EXP001786,494.0,iBay #1144,ORDER,shopping,FL,2025-06-26
EXP006551,248.03,ACH AT&T #291,UTILITY BILL,utilities,NJ,2025-09-14
EXP007962,82.04,Rite Aid #8433,PHARMACY,healthcare,NY,2025-03-21
EXP000523,19.4,Burger King #3089,COFFEE,food,FL,2024-11-02
EXP002702,87.19,Exxon #940,TRIP POS,transport,NJ,2025-05-09
EXP000864,25.02,Subway,INSTORE AUTO-PAY,food,IL,2025-01-15
EXP007784,93.69,Health Clinic #7178,HEALTHCARE SERVICE,healthcare,NY,2025-07-26
EXP005976,247.4,Aldi,SUPERMARKET,groceries,NY,2025-08-29
EXP001466,348.24,Target NY,ORDER,shopping,IL,2025-05-23
EXP001958,224.32,Target,Target CHARGE,shopping,NJ,2025-09-11
EXP002852,6.21,Exxon MA,Exxon PURCHASE,transport,WA,2025-08-05
EXP001938,333.7,Target,ONLINE ORDER,shopping,NJ,2025-03-22
EXP000842,14.16,STRBUKCS,INSTORE,food,IL,2025-10-20
EXP006837,379.98,Verizon #4376,SERVICE CHARGE,utilities,WA,2025-10-16
EXP003176,18.62,YouTube Premium,SUBSCRIPTION,entertainment,FL,2025-09-20
EXP003348,9.89,DEBIT Disney+ #1082,MONTHLY SUBSCRIPTION,entertainment,FL,2024-12-06
EXP007559,49.71,CVS Pharmacy #8919,HEALTHCARE SERVICE AUTO-PAY,healthcare,WA,2025-03-21
EXP007489,147.7,Walgreens #1461,PHARMACY,healthcare,CA,2025-03-22
EXP007585,265.4,CVS Pharmacy,HEALTHCARE SERVICE,healthcare,NY,2025-05-23
EXP007408,194.8,CVS Pharmacy #3449,PHARMACY,healthcare,TX,2025-01-13
EXP007911,466.77,CREDIT CVS Pharmacy,CREDIT CHARGE,healthcare,TX,2024-12-13
EXP007871,286.03,POS Walgreens,HEALTHCARE SERVICE,healthcare,CA,2025-05-05
EXP006972,170.44,PG&E j5985,BILL PAYMENT,utilities,CA,2025-08-05
EXP000140,34.53,FC,POS PURCHASE DEBIT,food,MA,2025-09-10
EXP001738,328.83,eBay #68,eBay PURCHASE,shopping,MA,2024-12-21
EXP004959,840.98,Apple Store #2701,DEVICE,technology,MA,2025-06-25
EXP003155,7.61,POS Netflix #8823,STREAMING,entertainment,CA,2025-05-26
EXP002334,60.48,ACH BP #8993,TOLL,transport,FL,2025-08-29
EXP002224,29.63,ONLINE Exxon #3952,ONLINE CHARGE,transport,WA,2025-06-12
EXP003718,12.98,Spotify #9777,STREAMING,entertainment,MA,2024-12-10
EXP007098,346.57,Walgreens,CLINIC,healthcare,NJ,2025-09-12
EXP001310,157.44,AMZN.COM/BILL6289 CA,ONLINE ORDER,shopping,IL,2025-08-06
EXP001743,440.24,eBay,MKTPLACE,shopping,NY,2025-05-19
EXP005405,228.26,DEBIT TrazrJoe's #8374,INSTORE AUTO-PAY,groceries,IL,2025-02-14
EXP004223,198.15,AMZN MKTP US Samsung WIULU3,DEVICE,technology,NY,2025-10-12
EXP003189,12.72,Netflix #730,FEE,entertainment,WA,2025-03-10
EXP001724,368.42,POS Best Buy FO1S93,WEB PURCHASE POS,shopping,TX,2025-05-10
EXP002572,84.52,Ubvr MA,Ubvr PURCHASE,transport,TX,2025-03-26
EXP000461,5.12,Dominos,MOBILE ORDER,food,CA,2025-06-01
EXP004398,666.29,Samsung NY,SOFTWARE DEBIT,technology,NY,2025-10-11
EXP005810,136.99,Whole Foods #2971,FRESH ONLINE,groceries,NJ,2025-10-02
EXP007558,290.94,CREDIT CVS Pharmacy #6936,HEALTHCARE SERVICE,healthcare,CA,2025-09-26
EXP003274,8.44,Nevflix w597,FEE,entertainment,TX,2024-12-29
EXP005993,129.81,ONINE Krogre #2260,ONINE CHARGE,groceries,NY,2024-11-07
EXP005381,219.61,Trader Joe's #4674,INSTORE,groceries,IL,2024-11-27
EXP005087,207.01,Whole Foods #2150,INSTORE,groceries,WA,2025-08-19
EXP006129,135.8,ONLINE AT&T,UTILITY BILL,utilities,WA,2025-02-04
EXP004725,882.91,ONLINE Samsung #4706,DEVICE POS,technology,CA,2025-09-30
EXP000844,34.18,KFC #7751,INSTORE,food,TX,2025-05-21
EXP006850,83.06,Verizon,UTILITY BILL,utilities,MA,2025-06-03
EXP003071,12.27,Disney+ #8387,SUBSCRIPTION,entertainment,FL,2025-03-03
EXP007846,423.94,Health Clinic #8037,PHARMACY,healthcare,NY,2025-04-04
EXP007636,158.35,CVS Pharmacy,PHARMACY POS,healthcare,MA,2025-04-19
EXP006312,94.81,Comcast #848,AUTOPAY,utilities,IL,2025-10-15
EXP005629,30.18,Kroger,FRESH POS,groceries,CA,2025-07-15
EXP002192,91.2,Shell #1108,TRIP,transport,CA,2025-05-18
EXP003691,12.49,CRDEIT Netflix,STREAMING POS,entertainment,MA,2025-08-09
EXP003016,10.81,CREDIT Spotify #7152,STREAMING,entertainment,NY,2025-10-30
EXP004565,1743.03,Samsnug #7590,Samsnug CHARGE,technology,MA,2025-02-28
EXP001857,355.09,AMAZON.COM*8058 #7527,ORDER,shopping,WA,2024-12-10
EXP001611,474.88,Best Buy #8223,ONLINE ORDER POS,shopping,WA,2024-12-04
EXP007542,384.5,Walgreens,PHARMACY DEBIT,healthcare,CA,2025-08-24
EXP002509,53.34,BP,TRIP POS,transport,IL,2025-04-11
EXP001357,7.96,DEBIT Best Buy,ONLINE ORDER,shopping,CA,2025-01-17
EXP001122,453.44,Best Buy #9752,Best PURCHASE,shopping,TX,2025-09-22
EXP004684,985.55,Samsung #8835,APP PURCHASE,technology,NY,2025-01-10
EXP001382,184.47,DEBIT Walmart #7219,ORDER,shopping,WA,2025-09-04
EXP006216,159.87,Verizon,AUTOPAY,utilities,WA,2024-12-17
EXP007122,317.34,Walgreens,Walgreens PURCHASE,healthcare,CA,2025-09-16
EXP004633,776.81,Samsung #2535,DEVICE,technology,NY,2025-10-08
EXP005260,151.14,Trader Joe's,Trader CHARGE,groceries,TX,2025-09-18
EXP001993,211.47,Target,Target PURCHASE,shopping,FL,2025-01-13
EXP002288,61.91,DEBIT Lyft #3789,RIDE,transport,WA,2025-05-12
EXP004465,1606.11,Samsung,APP PURCHASE,technology,NJ,2025-07-15
EXP000809,10.01,MCDONALDS,MCDONALDS PURCHASE,food,NY,2025-01-12
EXP006543,197.92,DTE Energy #9920,AUTOPAY,utilities,TX,2025-03-26
EXP006065,148.5,AT&T #2379,AUTOPAY AUTO-PAY,utilities,FL,2024-12-03
EXP002970,25.56,Shell,GASOLINE,transport,CA,2025-05-15
EXP005237,158.37,Safeway #787,SUPERMARKET,groceries,MA,2025-03-08
EXP002216,75.84,Shell #6898,Shell CHARGE,transport,NY,2024-12-25
EXP006342,22.21,POS Comcast #8755,AUTOPAY,utilities,MA,2025-02-18
EXP001100,455.38,Target,MKTPLACE ONLINE,shopping,FL,2024-12-02
EXP006508,128.95,ONLNIE Verizon #3248,UTILITY BILL AUTO-PAY,utilities,CA,2025-01-27
EXP005967,174.48,hole Foods,DELI POS,groceries,NY,2025-01-15
EXP003382,13.31,Disney+,MONTHLY SUBSCRIPTION,entertainment,NJ,2025-07-12
EXP005908,180.44,Kroger #2152,INSTORE,groceries,NY,2025-05-19
EXP003533,19.4,YouTube Premium #3690,FEE,entertainment,NY,2025-01-27
EXP004554,797.8,Samsung #180,ELECTRONICS DEBIT,technology,NJ,2025-08-12
EXP006157,231.63,DTE Energy NY,SERVICE CHARGE DEBIT,utilities,CA,2024-12-05
EXP005272,110.53,CREDIT Safeway #6390,INSTORE,groceries,IL,2025-06-03
EXP004904,1971.71,POS Dell #8457,SOFTWARE,technology,NJ,2025-02-11
EXP006124,146.06,PG&E UA8LC1,BILL PAYMENT,utilities,TX,2025-05-03
EXP005032,144.32,Kroger,GROCERY ONLINE,groceries,MA,2024-12-31
EXP000866,8.71,Dominos,MEAL,food,MA,2025-04-17
EXP000560,7.29,DEBIT Subway 5B99HE,COFFEE,food,IL,2025-08-25
EXP005592,26.42,Trader Joe's #4182,FRESH,groceries,WA,2025-02-24
EXP006701,189.75,Comcast,SERVICE CHARGE AUTO-PAY,utilities,WA,2025-01-26
EXP006792,284.21,DTE Energy #6530,UTILITY BILL,utilities,WA,2025-01-27
EXP007042,147.59,Health Clinic #1594,HEALTHCARE SERVICE,healthcare,NJ,2025-04-14
EXP003339,5.03,Spotify,Spotify PURCHASE,entertainment,IL,2024-12-18
EXP007236,71.53,Walgreens NJ,CLINIC ONLINE,healthcare,WA,2025-03-20
EXP001021,412.63,AMZN MKTP US Best Buy FL,AMZN CHARGE,shopping,CA,2025-07-07
EXP004998,1764.04,Samsung MA,DEVICE,technology,NJ,2024-12-10
EXP005417,137.62,POS Kroger,INSTORE,groceries,NJ,2024-12-01
EXP004342,179.75,Apple Store,APP PURCHASE ONLINE,technology,TX,2025-03-04
EXP000298,11.48,AMZN MKTP US STARBUCKS,APP PURCHASE POS,food,IL,2025-04-28
EXP007905,181.29,Walgreens,PRESCRIPTION,healthcare,NY,2025-06-14
EXP000123,45.38,Dominos,POS PURCHASE,food,CA,2025-10-09
EXP005187,202.69,ACH Safeway WA,GROCERY,groceries,MA,2024-12-02
EXP003195,9.92,Disney+ #319,SUBSCRIPTION,entertainment,FL,2025-09-06
EXP007893,55.72,Rite Aid #4253,HEALTHCARE SERVICE POS,healthcare,NJ,2025-09-29
EXP002318,23.58,Taxi Co TX,TRIP,transport,TX,2025-04-15
EXP004217,930.92,Dell z5203,DEVICE,technology,NJ,2025-08-31
EXP007411,152.66,Health Clinic #6671,CLINIC,healthcare,NY,2025-07-06
EXP003219,10.69,Disney+ WD7W21,STREAMING,entertainment,NJ,2025-10-03
EXP001347,321.35,ACH Best Buy FL,ACH PURCHASE,shopping,TX,2025-04-29
EXP003634,9.52,Netflix #9581,SUBSCRIPTION,entertainment,TX,2025-08-11
EXP002975,47.51,Exxon IL,RIDE,transport,NY,2025-01-23
EXP004220,795.88,Samsung #8887,SOFTWARE,technology,IL,2025-09-30
EXP000961,27.02,CREDIT McDonalds #6489,CREDIT PURCHASE,food,NY,2025-10-11
EXP001744,494.77,Target #9833,ONLINE ORDER DEBIT,shopping,FL,2025-10-23
EXP000891,18.15,Subway,MOBILE ORDER,food,IL,2025-02-19
EXP006684,110.55,Comcast #7614,AUTOPAY POS,utilities,NJ,2025-07-31
EXP003882,5.58,ONLINE Spotify #8858,STREAMING,entertainment,MA,2025-01-30
EXP001026,90.38,Best Buy #7265,MKTPLACE,shopping,FL,2025-06-26
EXP002849,75.43,Shell #456,TRIP AUTO-PAY,transport,IL,2025-10-03
EXP001222,120.16,Walmart #2743,MKTPLACE DEBIT,shopping,CA,2024-12-24
EXP006996,90.83,DTE Energy,UTILITY BILL ONLINE,utilities,TX,2024-12-24
EXP007555,245.24,Rite Aid #7945,HEALTHCARE SERVICE,healthcare,TX,2025-04-16
EXP007802,276.37,Walgreens WA,CLINIC ONLINE,healthcare,NY,2025-06-09
EXP001628,366.08,eBay #2862,MKTPLACE AUTO-PAY,shopping,IL,2024-11-04
EXP002925,85.92,Uber,GASOLINE,transport,MA,2024-11-30
EXP001952,397.62,ONLINE Target,ORDER,shopping,WA,2025-06-27
EXP004373,163.63,Dell #562,APP PURCHASE,technology,NY,2025-05-23
EXP002151,3.87,Taxi Co #1280,FUEL CHARGE,transport,CA,2025-08-09
EXP003625,17.13,Spotify WA,FEE,entertainment,CA,2024-11-04
EXP004637,5.15,ONLINE Google Plah# 6487,APP PURCHASE,technology,NJ,2025-01-11
EXP005939,32.82,Whole Foods#6038,FRESH,groceries,FL,2025-09-12
EXP005114,139.82,Aldi NY,FRESH,groceries,WA,2025-05-22
EXP001375,149.13,POS Walmart #7323,ORDER,shopping,NY,2025-05-03
EXP001885,402.99,Best Buy IL,ONLINE ORDER,shopping,MA,2025-08-16
EXP006056,322.98,ONLINE PG&E,SERVICE CHARGE ONLINE,utilities,CA,2025-03-26
